sequence,short_hash,date,status,exe_size,iso_size,message
2537,71f1d352,2026-02-07T08:55:53-08:00,success,86016,8363712,"feat(ps1): Enable storyPlay scene loop, implement grFadeOut, fix sprite persiste"
2538,37765bcf,2026-02-07T15:29:54-08:00,success,86016,8363712,"feat(ps1): Random scene selection, crash-safe resource loading, walk sprite clea"
2539,1f97b08c,2026-02-07T18:17:08-08:00,success,88064,8507184,"feat(ps1): SPU audio, fix sprite blink, fix scene variety, fix black backgrounds"
2540,5dbcdd16,2026-02-07T20:17:01-08:00,success,88064,8507184,fix(ps1): Fix black ocean by freeing tiles before SCR reload
2541,a87aa57f,2026-02-07T21:19:38-08:00,success,86016,8504832,"release: v0.3.3-ps1 - Fix ADS scene loading, skip broken LZW decompression"
2542,5ca5d741,2026-02-07T21:31:38-08:00,success,86016,8504832,fix(ps1): Fix sprite flickering by replacing cross-thread invalidation with safe
2543,0a1cf18c,2026-02-19T09:26:54-08:00,success,86016,8504832,fix(ps1): improve compositing speed and stabilize walk sprite replay
2544,d3a4649e,2026-02-20T12:15:50-08:00,success,86016,8504832,fix(ps1): stabilize long-run sprites with zero-copy indexed frames
2545,6090a735,2026-03-04T14:09:31-08:00,success,86016,8504832,Add PS1 debug-bar screenshot decoder tool
2546,55bf4240,2026-03-04T14:11:36-08:00,failed,0,0,Commit PS1 telemetry bar implementation and scene diagnostics
2547,12fdc519,2026-03-10T14:31:12-07:00,failed,0,0,PS1: intermediate black screen fixed
2548,0432a49b,2026-03-18T08:16:24-07:00,success,104448,34647312,Add PS1 pack pipeline and STAND restore pilot
2549,3d6fafa7,2026-03-18T08:39:09-07:00,success,104448,34647312,Add JOHNNY restore pilot and multi-pilot table
2550,81c1dcc3,2026-03-18T09:02:27-07:00,success,106496,34649664,Prime PS1 pilot scene resources from generated specs
2551,365ebb1a,2026-03-20T13:56:30-07:00,success,110592,34654368,Advance PS1 restore rollout and narrow pilot priming
2552,6dae8410,2026-03-21T09:02:06-07:00,success,112640,34656720,Fix PS1 first-handoff blackscreen
2553,21ada788,2026-03-21T12:01:27-07:00,success,112640,38904432,Add PSB sprite transcoder: pre-swap nibbles offline for PS1
2554,d85aa389,2026-03-21T12:04:38-07:00,success,116736,38909136,Merge branch 'worktree-agent-a0c0294b' into ps1
2555,4ce9d46f,2026-03-21T12:42:43-07:00,success,122880,38916192,Add PSB-backed scene packs and refresh restore artifacts
2556,f2c33ca3,2026-03-21T17:15:34-07:00,success,122880,38916192,"PS1 micro-optimizations: dirty-rect, palette LUT, compositing merge, hash lookup"
2557,84021fb6,2026-03-21T20:10:23-07:00,success,122880,38916192,"Add headless regtest harness, test instrumentation, refresh docs and research ar"
2558,bfce49c7,2026-03-21T21:07:39-07:00,success,122880,38916192,"Fix PS1 audio: correct ADSR, key-off before reuse, L1+SELECT mute"
2559,2069f333,2026-03-22T07:33:27-07:00,success,122880,38916192,Add visual scene and sprite detection system for automated testing
2560,b4476f3d,2026-03-22T10:28:49-07:00,success,131072,38925600,"Add pause menu, game features, closed captions, and accessibility stubs"
2561,a64524c4,2026-03-28T09:05:42-07:00,failed,0,0,Add canonical host baseline reference corpus
2562,7a3d4b49,2026-03-28T22:29:45-07:00,failed,0,0,Add HTML output for PS1 reference compares
2563,5b776e5a,2026-03-29T10:25:13-07:00,success,122880,38916192,Restore clean buildable state from f2c33ca3
2564,69432ead,2026-03-29T10:27:58-07:00,success,122880,38916192,Add story single boot mode for exact-scene PS1 testing
2565,d3b36ccc,2026-03-29T10:30:04-07:00,success,122880,38916192,Update regtest timing: 9000 frames (150 sec) for scene content
2566,4054755a,2026-03-29T12:04:01-07:00,success,122880,38916192,Add seed support and direct scene path for deterministic validation
2567,9d8ef531,2026-03-29T12:05:36-07:00,success,122880,38916192,Add local vision classifier reference pipeline
2568,0fadf79d,2026-03-29T12:53:17-07:00,success,122880,38916192,Expand vision pipeline publishing artifacts
2569,eadff0cf,2026-03-31T13:05:34-07:00,failed,0,0,Stabilize host truth expectations and reproducibility
2570,437895b8,2026-03-31T13:21:02-07:00,failed,0,0,Add refresh command for strict host truth review
2571,7e29e0e7,2026-03-31T13:39:12-07:00,failed,0,0,Harden host scene capture validation and timeouts
2572,25630be3,2026-03-31T13:48:16-07:00,failed,0,0,Isolate host review refresh from stale capture processes
2573,5569018e,2026-03-31T13:58:23-07:00,failed,0,0,Clean refresh temp state and orphaned Xvfb
2574,7719b911,2026-03-31T14:08:30-07:00,failed,0,0,Add canonical host review verification summary
2575,d92d45ce,2026-03-31T14:18:36-07:00,failed,0,0,Add stable digest to host review verification summary
2576,8eea65d6,2026-03-31T14:21:01-07:00,failed,0,0,Refuse refresh on dirty tracked host review inputs
2577,00367d90,2026-03-31T14:31:26-07:00,failed,0,0,Add read-only host review verifier
2578,8165b566,2026-03-31T14:41:00-07:00,failed,0,0,Emit one-line host review verification summary
2579,995926bb,2026-03-31T14:51:13-07:00,failed,0,0,Add negative test for host review verifier
2580,6b4a89b9,2026-03-31T15:01:30-07:00,failed,0,0,Add head-mismatch negative test for host review verifier
2581,93682af5,2026-03-31T15:11:59-07:00,failed,0,0,Compile deterministic semantic truth from host metadata
2582,de95b66b,2026-03-31T15:21:55-07:00,failed,0,0,Enrich host semantic truth with states and reasons
2583,a297794e,2026-03-31T15:32:03-07:00,failed,0,0,Add scene signatures and transition semantics
2584,304fbd34,2026-03-31T15:41:57-07:00,failed,0,0,Add identification tokens to semantic truth
2585,b21f1152,2026-03-31T15:52:33-07:00,failed,0,0,Add semantic scene identification selfcheck
2586,ecc2b628,2026-03-31T16:02:18-07:00,failed,0,0,Require explicit identified status in scene matcher
2587,ed625ffe,2026-03-31T16:14:46-07:00,failed,0,0,Enforce identification confusion audit in host review
2588,aa848207,2026-03-31T16:23:26-07:00,failed,0,0,Require ratio separation in scene identification audit
2589,5c180389,2026-03-31T16:35:42-07:00,failed,0,0,Audit partial-timeline scene identification robustness
2590,f7125dd0,2026-03-31T16:54:59-07:00,failed,0,0,Require rejection of low-signal challenge queries
2591,7b4f6fa2,2026-03-31T17:14:12-07:00,failed,0,0,Audit temporal stability of scene identification
2592,c05fe759,2026-03-31T17:23:41-07:00,failed,0,0,Weight active-frame evidence in scene matching
2593,0beaa9a5,2026-03-31T17:33:52-07:00,failed,0,0,Require monotonic temporal identification confidence
2594,62df9674,2026-03-31T17:45:04-07:00,failed,0,0,Expand challenge-set rejection coverage
2595,14ab86d8,2026-03-31T17:54:01-07:00,failed,0,0,Add evidence summaries to scene matcher output
2596,a44708fa,2026-03-31T18:04:52-07:00,failed,0,0,Publish HTML review for identification audits
2597,9cd84885,2026-03-31T18:15:35-07:00,failed,0,0,Link identification review to captured frames
2598,dcc04398,2026-03-31T18:25:29-07:00,failed,0,0,Add frame thumbnails to identification review
2599,07270647,2026-03-31T18:34:39-07:00,failed,0,0,Show evidence delta in identification review
2600,9747ae91,2026-03-31T18:45:13-07:00,failed,0,0,Add semantic scene summaries to identification review
2601,45c80807,2026-03-31T18:54:54-07:00,failed,0,0,Summarize query-specific semantic slices
2602,042f8c35,2026-03-31T19:04:43-07:00,failed,0,0,Show active evidence profiles in identification review
2603,61efd98b,2026-03-31T19:15:08-07:00,failed,0,0,Require active evidence in identified query audits
2604,0208559c,2026-03-31T19:25:14-07:00,failed,0,0,Require semantic evidence in scene matcher decisions
2605,937f2f1e,2026-03-31T19:35:33-07:00,failed,0,0,Add pose alignment to scene matcher scoring
2606,880d603b,2026-03-31T19:45:29-07:00,failed,0,0,Add pose-conflict challenge queries
2607,b1be1f67,2026-03-31T19:55:32-07:00,failed,0,0,Enforce confidence ceilings on challenge queries
2608,8387cea1,2026-03-31T20:05:40-07:00,failed,0,0,Show challenge confidence budgets in review
2609,14e04b7e,2026-03-31T20:16:14-07:00,failed,0,0,Add challenge budgets to verification summaries
2610,cfef612d,2026-03-31T20:26:33-07:00,failed,0,0,Add challenge headroom metrics to audits and summaries
2611,8dc5063d,2026-03-31T20:36:32-07:00,failed,0,0,Highlight tight challenge headroom in review
2612,d45ebd95,2026-03-31T20:46:51-07:00,failed,0,0,Count tight challenge budgets in verification summary
2613,a82563cc,2026-03-31T20:56:53-07:00,failed,0,0,Add risk status to summaries and review
2614,feea1726,2026-03-31T21:04:54-07:00,failed,0,0,Derive review risk from challenge headroom
2615,e8bcc5c9,2026-03-31T21:19:02-07:00,failed,0,0,Publish tightest challenge pressure in audits
2616,747c65b8,2026-03-31T21:37:39-07:00,failed,0,0,Reduce background-only scene match inflation
2617,44a50379,2026-03-31T21:47:52-07:00,failed,0,0,Penalize contradictory active-state scene matches
2618,75841792,2026-03-31T21:51:06-07:00,failed,0,0,Limit contradiction penalties to negative pressure only
2619,fa97d0f9,2026-03-31T21:55:44-07:00,failed,0,0,Tighten challenge realism and unknown-family scoring
2620,ab2f01b0,2026-03-31T22:07:51-07:00,failed,0,0,Weight context alignment in background scene matching
2621,0fd9d689,2026-03-31T22:17:49-07:00,failed,0,0,Reduce generic overlap bias in unknown-family matching
2622,b33f9c98,2026-03-31T22:27:43-07:00,failed,0,0,Penalize incomplete active coverage in unknown-family matching
2623,f88d37b9,2026-03-31T22:38:12-07:00,failed,0,0,Downweight single-active mixed unknown-family queries
2624,587de3e9,2026-03-31T22:48:33-07:00,failed,0,0,Further reduce confidence for single-active mixed slices
2625,b0f0e17c,2026-03-31T22:58:42-07:00,failed,0,0,Lower confidence for background-plus-active mixed slices
2626,ed373db8,2026-03-31T23:13:37-07:00,failed,0,0,Downweight generic overlap in unknown-family scene matching
2627,102c2757,2026-03-31T23:22:28-07:00,failed,0,0,Add transition-pattern alignment to scene matching
2628,b554734a,2026-03-31T23:40:06-07:00,failed,0,0,Add context-timeline alignment to scene matching
2629,e1a08407,2026-03-31T23:51:44-07:00,failed,0,0,Add subject timing and persistence to scene matching
2630,3cbbf02d,2026-03-31T23:55:32-07:00,failed,0,0,Gate subject timing boosts on active alignment
2631,c093c847,2026-04-01T00:10:39-07:00,failed,0,0,Add subject exit and recovery semantics to scene matching
2632,5cf09c67,2026-04-01T00:20:28-07:00,failed,0,0,Add actor phase sequencing to scene matching
2633,dd3ff661,2026-04-01T00:30:57-07:00,failed,0,0,Tighten unknown-family state-sequence penalties
2634,fef19f6d,2026-04-01T00:42:35-07:00,failed,0,0,Add transition-pair sequencing to scene matching
2635,58ec878e,2026-04-01T01:01:13-07:00,failed,0,0,Add timed transition sequencing to scene matching
2636,a63bea53,2026-04-01T01:10:56-07:00,failed,0,0,Add subject-activity sequencing to scene matching
2637,feb85999,2026-04-01T01:20:33-07:00,failed,0,0,Reduce mixed-slice subject-activity confidence
2638,c7fca140,2026-04-01T01:31:33-07:00,failed,0,0,Reclassify separated mixed unknown-family slices
2639,032e9ff1,2026-04-01T01:52:30-07:00,failed,0,0,Expose borrowed-background risk in matcher and review
2640,0057fa50,2026-04-01T02:01:27-07:00,failed,0,0,Make borrowed-background mixes explicit decisions
2641,1d9c1376,2026-04-01T02:04:23-07:00,failed,0,0,Add background provenance alignment to scene matching
2642,61a0d56b,2026-04-01T02:13:30-07:00,failed,0,0,Penalize borrowed-background mismatch in scene matching
2643,ae7db329,2026-04-01T02:31:56-07:00,failed,0,0,Add query contamination profiling to scene matcher
2644,adb3282a,2026-04-01T02:41:43-07:00,failed,0,0,Penalize sparse active evidence in mixed scene queries
2645,05a1475b,2026-04-01T02:52:24-07:00,failed,0,0,Penalize fragmented active coverage in mixed queries
2646,56695e1c,2026-04-01T03:01:57-07:00,failed,0,0,Penalize active semantic diversity in mixed queries
2647,410f3ea2,2026-04-01T03:12:31-07:00,failed,0,0,Penalize late active islands in mixed queries
2648,34da30fa,2026-04-01T03:22:04-07:00,failed,0,0,Clamp unknown-family scene scores at zero
2649,1d39ecf2,2026-04-01T03:32:33-07:00,failed,0,0,Reduce generic overlap credit for background-only queries
2650,a64c8601,2026-04-01T03:42:30-07:00,failed,0,0,Penalize borrowed-background context carryover
2651,6ad7040a,2026-04-01T03:52:50-07:00,failed,0,0,Penalize blended active narratives in mixed queries
2652,8f8c1f36,2026-04-01T04:02:53-07:00,failed,0,0,Further reduce background-only overlap credit
2653,bfa8754c,2026-04-01T04:12:45-07:00,failed,0,0,Penalize overweight single-active alignment in mixed queries
2654,b0ff1b62,2026-04-01T04:23:08-07:00,failed,0,0,Penalize low-novelty multi-active mixed queries
2655,daf7b98f,2026-04-01T04:34:05-07:00,failed,0,0,Penalize late active island context carryover
2656,0ae83b79,2026-04-01T04:43:02-07:00,failed,0,0,Further reduce background-only semantic overlap credit
2657,cd015b13,2026-04-01T04:53:14-07:00,failed,0,0,Further tighten background-only low-signal scoring
2658,0e5c1faa,2026-04-01T05:03:27-07:00,failed,0,0,Trim residual background-only overlap scoring
2659,f9581bad,2026-04-01T05:17:43-07:00,failed,0,0,Trim low-signal background-only scene overlap further
2660,2e5a2ec3,2026-04-01T05:34:19-07:00,failed,0,0,Penalize borrowed background mismatch in single-active mixed queries
2661,f185bbe1,2026-04-01T05:44:00-07:00,failed,0,0,Further trim residual background-only scene credit
2662,64741f57,2026-04-01T05:54:10-07:00,failed,0,0,Reduce broad scene-similarity credit for background-only queries
2663,a21c91ce,2026-04-01T06:04:27-07:00,failed,0,0,Reduce scene-family bonus for background-only queries
2664,587aa745,2026-04-01T06:14:35-07:00,failed,0,0,Reduce frame-signature credit for background-only queries
2665,ce245671,2026-04-01T06:25:04-07:00,failed,0,0,Drop generic semantic overlap for background-only queries
2666,e90b0e93,2026-04-01T06:34:56-07:00,failed,0,0,Trim residual background-only structural overlap
2667,2632a91f,2026-04-01T06:44:58-07:00,failed,0,0,Lower residual transition and context credit for background-only queries
2668,d0262e81,2026-04-01T06:55:21-07:00,failed,0,0,Remove broad scene-summary signals from background-only queries
2669,5af4d855,2026-04-01T07:05:29-07:00,failed,0,0,Return saved-zone layer to the surface pool
2670,c82c1aac,2026-04-01T07:09:04-07:00,failed,0,0,Increase host surface pool headroom for deterministic capture
2671,3a2127fa,2026-04-01T07:25:46-07:00,failed,0,0,Remove final context-set credit from background-only queries
2672,554de336,2026-04-01T07:36:57-07:00,failed,0,0,Remove background-only family bonus entirely
2673,60437f8e,2026-04-01T07:57:02-07:00,failed,0,0,Increase exact active-state evidence in scene matching
2674,7b582d28,2026-04-01T08:02:19-07:00,failed,0,0,Balance exact active-state boosts for unknown-family queries
2675,15ec31cc,2026-04-01T08:16:45-07:00,failed,0,0,Increase exact active-subject evidence in scene matching
2676,b535f89b,2026-04-01T08:28:04-07:00,failed,0,0,Promote active state-set alignment in scene matching
2677,e572d076,2026-04-01T08:37:01-07:00,failed,0,0,Increase actor-bearing scene-family evidence
2678,65b29ffd,2026-04-01T08:47:35-07:00,failed,0,0,Increase exact active-state evidence in scene matching
2679,27a26a90,2026-04-01T08:57:33-07:00,failed,0,0,Strengthen exact actor-bearing context alignment
2680,780e7db0,2026-04-01T09:07:53-07:00,failed,0,0,Increase active pose-set alignment weight
2681,cd26e6ad,2026-04-01T09:18:18-07:00,failed,0,0,Promote scene-trait alignment in scene matching
2682,4af1b928,2026-04-01T09:28:26-07:00,failed,0,0,Gate generic pose and activity overlap on active alignment
2683,c156ec87,2026-04-01T09:37:27-07:00,failed,0,0,Gate generic token overlap on active alignment
2684,009fd1ec,2026-04-01T09:47:55-07:00,failed,0,0,Gate exact subject and context matches on active alignment
2685,2295fc7a,2026-04-01T09:57:57-07:00,failed,0,0,Reduce non-active shared-frame overlap credit
2686,13616579,2026-04-01T10:08:04-07:00,failed,0,0,Increase active-frame coverage evidence
2687,dedcfc21,2026-04-01T10:18:22-07:00,failed,0,0,Increase late active-island rejection pressure
2688,4adfe197,2026-04-01T10:48:39-07:00,failed,0,0,Increase active state-set agreement evidence
2689,7df4fb09,2026-04-01T10:58:44-07:00,failed,0,0,Tighten late active-island rejection further
2690,6242aec9,2026-04-01T11:10:12-07:00,failed,0,0,Increase exact active-state evidence further
2691,bddf3b57,2026-04-01T11:18:11-07:00,failed,0,0,Tighten late active-island rejection after active-state boost
2692,a521357c,2026-04-01T11:26:38-07:00,failed,0,0,Finish late active-island cleanup after active-state boost
2693,ac63928f,2026-04-01T11:39:25-07:00,failed,0,0,Increase exact active-subject evidence
2694,c80bc59d,2026-04-01T11:47:19-07:00,failed,0,0,Finish late active-island cleanup after active-subject boost
2695,e3360ae3,2026-04-01T11:55:18-07:00,failed,0,0,Complete late active-island cleanup after active-subject boost
2696,ebdaceb1,2026-04-01T12:03:08-07:00,failed,0,0,Zero residual late active-island leakage after active-subject boost
2697,7051c8ac,2026-04-01T12:19:52-07:00,failed,0,0,Increase first active-timing evidence
2698,5f755c17,2026-04-01T12:27:52-07:00,failed,0,0,Finish late active-island cleanup after timing boost
2699,e7c023e5,2026-04-01T12:35:46-07:00,failed,0,0,Complete late active-island cleanup after timing boost
2700,b0cecbc9,2026-04-01T12:50:19-07:00,failed,0,0,Increase last active-timing evidence
2701,4c6db6af,2026-04-01T12:58:12-07:00,failed,0,0,Finish late active-island cleanup after last timing boost
2702,85579fe4,2026-04-01T13:06:06-07:00,failed,0,0,Zero residual late active-island leakage after last timing boost
2703,e750b612,2026-04-01T13:13:53-07:00,failed,0,0,Eliminate final late active-island residue after last timing boost
2704,6c970a24,2026-04-01T13:30:51-07:00,failed,0,0,Increase subject persistence evidence
2705,8ae83c46,2026-04-01T13:38:43-07:00,failed,0,0,Finish late active-island cleanup after persistence boost
2706,aa85e381,2026-04-01T13:46:38-07:00,failed,0,0,Zero residual late active-island leakage after persistence boost
2707,1ee1f9af,2026-04-01T13:54:29-07:00,failed,0,0,Eliminate final late active-island residue after persistence boost
2708,aa01ed41,2026-04-01T14:02:23-07:00,failed,0,0,Clear final late active-island noise after persistence boost
2709,a5f5d41e,2026-04-01T14:11:25-07:00,failed,0,0,Increase subject-set agreement evidence
2710,78073088,2026-04-01T14:19:34-07:00,failed,0,0,Tighten unknown-family contamination and island penalties
2711,517f7756,2026-04-01T14:23:04-07:00,failed,0,0,Tighten contradiction cleanup for unknown-family queries
2712,a43cdaa8,2026-04-01T14:41:54-07:00,failed,0,0,Increase timed transition-pair evidence
2713,a5c63d26,2026-04-01T14:49:47-07:00,failed,0,0,Finish late active-island cleanup after timed transition boost
2714,c4d6b6f7,2026-04-01T14:57:41-07:00,failed,0,0,Clear final late active-island residue after timed transition boost
2715,6bbedc32,2026-04-01T15:05:29-07:00,failed,0,0,Remove last late active-island residue after timed transition boost
2716,21ce7c21,2026-04-01T15:08:56-07:00,failed,0,0,Back off over-strong late active-island penalty
2717,373a4fb5,2026-04-01T15:22:40-07:00,failed,0,0,Restore published late active-island penalty baseline
2718,6d237195,2026-04-01T15:26:26-07:00,failed,0,0,Refine late active-island cleanup for timed transition scoring
2719,85ffb858,2026-04-01T15:33:06-07:00,failed,0,0,Restore proven timed-transition matcher baseline
2720,053f2948,2026-04-01T15:35:24-07:00,failed,0,0,Add host identification regression floors
2721,495ed274,2026-04-01T15:41:52-07:00,failed,0,0,Preserve identification regression floors during refresh
2722,9f05eeaf,2026-04-01T15:55:11-07:00,failed,0,0,Add semantic truth regression baseline
2723,07c7f21d,2026-04-01T16:05:21-07:00,failed,0,0,Add semantic regression drift report
2724,a275de06,2026-04-01T16:14:21-07:00,failed,0,0,Add frame-meta regression baseline
2725,636cec10,2026-04-01T16:24:26-07:00,failed,0,0,Add frame image regression baseline
2726,90e8c851,2026-04-01T16:33:50-07:00,failed,0,0,Add consolidated capture regression report
2727,8d6a0684,2026-04-01T16:44:02-07:00,failed,0,0,Publish capture regression review page
2728,a1bee58a,2026-04-01T16:53:57-07:00,failed,0,0,Link capture regression review to artifacts
2729,88e9eb70,2026-04-01T17:04:00-07:00,failed,0,0,Show first drift in capture regression review
2730,7cb9aa68,2026-04-01T17:14:23-07:00,failed,0,0,Add capture regression status to verification summary
2731,00d5d345,2026-04-01T17:24:25-07:00,failed,0,0,Show expected vs actual in capture regression review
2732,35924d02,2026-04-01T17:34:27-07:00,failed,0,0,Link first drift assets in capture regression review
2733,49ab4b0e,2026-04-01T17:44:37-07:00,failed,0,0,Summarize tightest drift in capture regression report
2734,23e2d319,2026-04-01T17:54:38-07:00,failed,0,0,Link tightest drift summary to assets
2735,c1b2640c,2026-04-01T18:04:53-07:00,failed,0,0,Show capture regression failure totals
2736,29da6ca9,2026-04-01T18:14:59-07:00,failed,0,0,Add capture regression summary totals
2737,09720ec5,2026-04-01T18:25:12-07:00,failed,0,0,Expose first failed capture scenes in verification summary
2738,9d9f201b,2026-04-01T18:35:35-07:00,failed,0,0,Verify capture regression summary consistency
2739,506967de,2026-04-01T18:45:37-07:00,failed,0,0,Assert capture regression summary during refresh
2740,d956a7cf,2026-04-01T18:55:30-07:00,failed,0,0,Print capture regression summary in verifier
2741,db9b3f56,2026-04-01T19:05:53-07:00,failed,0,0,Link main host index to review dashboards
2742,533e3d1f,2026-04-01T19:15:50-07:00,failed,0,0,Add review dashboard paths to verification summary
2743,1e06f4d6,2026-04-01T19:25:58-07:00,failed,0,0,Verify dashboard paths in verification summary
2744,6dc972e4,2026-04-01T19:36:52-07:00,failed,0,0,Assert dashboard paths during refresh
2745,a0dd4d96,2026-04-01T19:46:18-07:00,failed,0,0,Require dashboards in host index renderer
2746,ba0d7614,2026-04-01T19:56:27-07:00,failed,0,0,Verify dashboard links in manifest
2747,6ece7dd4,2026-04-01T20:06:38-07:00,failed,0,0,Assert dashboard links in manifest during refresh
2748,abae8aa0,2026-04-01T20:17:04-07:00,failed,0,0,Verify dashboard links in HTML entrypoints
2749,d3b1cf97,2026-04-01T20:27:19-07:00,failed,0,0,Verify key frame links in identification review
2750,d69b3c02,2026-04-01T20:37:03-07:00,failed,0,0,Verify scene drilldown links in capture review
2751,c3a2f5ad,2026-04-01T20:47:12-07:00,failed,0,0,Print dashboard paths in verifier output
2752,b19c7512,2026-04-01T20:57:20-07:00,failed,0,0,Print dashboard paths during refresh
2753,5a2e60bb,2026-04-01T21:07:38-07:00,failed,0,0,Add dashboard paths to verification summary text
2754,4806bb93,2026-04-01T21:17:42-07:00,failed,0,0,Verify dashboard paths in summary text
2755,0f55e84e,2026-04-01T21:27:51-07:00,failed,0,0,Assert dashboard paths in summary text during refresh
2756,222ce037,2026-04-01T21:38:20-07:00,failed,0,0,Verify capture review totals against report
2757,ce4dc134,2026-04-01T21:48:29-07:00,failed,0,0,Verify tightest drift summary in capture review
2758,991a7a93,2026-04-01T21:59:12-07:00,failed,0,0,Link identification review to audit artifacts
2759,7f8d18d0,2026-04-01T22:08:37-07:00,failed,0,0,Cross-link identification and capture dashboards
2760,a7f869f1,2026-04-01T22:18:45-07:00,failed,0,0,Cross-link capture and identification dashboards
2761,4b12f053,2026-04-01T22:29:06-07:00,failed,0,0,Advertise top-level reports in host index
2762,2f5ccdda,2026-04-01T22:39:14-07:00,failed,0,0,Expose semantic truth and text summary in host index
2763,18cf8480,2026-04-01T22:49:18-07:00,failed,0,0,Link identification review to top-level summaries
2764,de361cff,2026-04-01T22:59:32-07:00,failed,0,0,Link capture review to top-level summaries
2765,a68d2016,2026-04-01T23:09:48-07:00,failed,0,0,Link capture review to semantic truth
2766,1192029c,2026-04-01T23:20:09-07:00,failed,0,0,Link identification review to capture component reports
2767,18f7d1d9,2026-04-01T23:33:39-07:00,failed,0,0,Expose identification audit paths in verification summary
2768,78b7b1e0,2026-04-01T23:40:45-07:00,failed,0,0,Expose capture audit paths in verification summary
2769,8739311c,2026-04-01T23:50:52-07:00,failed,0,0,Expose scene asset paths in verification summary
2770,57b82c10,2026-04-02T00:01:11-07:00,failed,0,0,Expose key frame paths in verification summary
2771,c66adab9,2026-04-02T00:11:59-07:00,failed,0,0,Expose key frame meta paths in verification summary
2772,25956b45,2026-04-02T00:21:50-07:00,failed,0,0,Expose regression baseline paths in verification summary
2773,7a3f5974,2026-04-02T00:31:33-07:00,failed,0,0,Expose identification floor paths in verification summary
2774,ab5e2073,2026-04-02T00:42:22-07:00,failed,0,0,Expose host truth paths in verification summary
2775,aa17aed4,2026-04-02T00:52:25-07:00,failed,0,0,Expose expectation paths in verification summary
2776,cbf8b870,2026-04-02T01:02:23-07:00,failed,0,0,Expose repro paths in verification summary
2777,7e6ecbfd,2026-04-02T01:11:42-07:00,failed,0,0,Expose expectation and repro HTML paths in verification summary
2778,aef1b4be,2026-04-02T01:22:13-07:00,failed,0,0,Expose host truth HTML path in verification summary
2779,86b5780a,2026-04-02T01:32:43-07:00,failed,0,0,Expose core artifact paths in verification summary
2780,af10824d,2026-04-02T01:43:03-07:00,failed,0,0,Expose review root in verification summary
2781,eb0b456d,2026-04-02T01:52:57-07:00,failed,0,0,Expose scene root paths in verification summary
2782,1008845d,2026-04-02T02:02:48-07:00,failed,0,0,Require absolute summary paths in verification artifacts
2783,378f272b,2026-04-02T02:12:29-07:00,failed,0,0,Require existing summary paths in verification artifacts
2784,f1e1cbb8,2026-04-02T02:22:35-07:00,failed,0,0,Require summary paths to stay under review root
2785,e6d0e4c2,2026-04-02T02:33:00-07:00,failed,0,0,Require summary path types in verification artifacts
2786,a8556938,2026-04-02T02:42:54-07:00,failed,0,0,Require unique summary paths in verification artifacts
2787,f1af0e99,2026-04-02T02:54:33-07:00,failed,0,0,Expand digest coverage to advertised summary files
2788,bdf99de0,2026-04-02T03:03:12-07:00,failed,0,0,Record summary path inventory count
2789,94e04b21,2026-04-02T03:13:22-07:00,failed,0,0,Record summary file and directory path counts
2790,021309aa,2026-04-02T03:23:46-07:00,failed,0,0,Record summary path class counts
2791,d9341b45,2026-04-02T03:33:37-07:00,failed,0,0,Record summary path map count
2792,1e92f11d,2026-04-02T03:43:44-07:00,failed,0,0,Record summary path map names
2793,5b759444,2026-04-02T03:53:57-07:00,failed,0,0,Record summary path map entry counts
2794,80eed130,2026-04-02T04:04:10-07:00,failed,0,0,Record summary path map type counts
2795,0d27cabf,2026-04-02T04:14:48-07:00,failed,0,0,Record summary path map file class counts
2796,8e33e0ea,2026-04-02T04:24:55-07:00,failed,0,0,Record summary path map entry names
2797,58304f61,2026-04-02T04:34:38-07:00,failed,0,0,Record summary path basenames
2798,650395f8,2026-04-02T04:44:52-07:00,failed,0,0,Record summary path relpaths
2799,a65bde9b,2026-04-02T04:55:11-07:00,failed,0,0,Record summary path depth counts
2800,7e2efee7,2026-04-02T05:04:59-07:00,failed,0,0,Record summary path max depth
2801,befec77e,2026-04-02T05:15:21-07:00,failed,0,0,Record summary path min nonroot depth
2802,4a627ee4,2026-04-02T05:26:33-07:00,failed,0,0,Record summary artifact input count
2803,4c71b6cd,2026-04-02T05:37:00-07:00,failed,0,0,Record summary artifact input names
2804,fe4a3aa2,2026-04-02T05:45:59-07:00,failed,0,0,Record summary artifact input names sha256
2805,90126a52,2026-04-02T05:56:02-07:00,failed,0,0,Record summary artifact input file class counts
2806,37e4ed35,2026-04-02T06:07:16-07:00,failed,0,0,Record summary artifact input depth counts
2807,ab37f979,2026-04-02T06:16:26-07:00,failed,0,0,Record summary artifact input max depth
2808,6f52b9fa,2026-04-02T06:26:47-07:00,failed,0,0,Record summary artifact input min nonroot depth
2809,29240746,2026-04-02T06:37:03-07:00,failed,0,0,Record summary artifact input parent dirs sha256
2810,ae687a76,2026-04-02T06:46:44-07:00,failed,0,0,Record summary artifact input parent dir count
2811,8c3736ed,2026-04-02T06:57:12-07:00,failed,0,0,Record summary artifact input parent dir depth counts
2812,33233f98,2026-04-02T07:07:03-07:00,failed,0,0,Record summary artifact input parent dir max depth
2813,30582bec,2026-04-02T07:17:04-07:00,failed,0,0,Record summary artifact input parent dir min nonroot depth
2814,6ad8ccab,2026-04-02T07:27:19-07:00,failed,0,0,Record summary artifact input parent dir basenames sha256
